Date,Tag,Headline,HyperLinks,depth,download_timeout,download_slot,download_latency,Text
17 Mar 2020,UK,Coronavirus information: Three posters,https://www.bbc.co.uk/news/uk-51914645,1,180.0,www.bbc.co.uk,0.07894778251647949,"Help your school, office or community get to grips with the latest coronavirus advice by downloading these A3 posters and sticking them around.,Public health experts say the best way to try to stay is well to start by washing your hands.,If you do feel unwell, don't go to your GP - follow these steps.,Here's a reminder of the three key steps."
17 Mar 2020,Scotland,Second death in Scotland from coronavirus,https://www.bbc.co.uk/news/uk-scotland-51932090,1,180.0,www.bbc.co.uk,0.07097768783569336,"A second person has died in Scotland after becoming infected with coronavirus.,The number of confirmed cases in Scotland is now 195 - a rise of 24 from Monday.,The elderly patient who died was being treated by NHS Greater Glasgow and Clyde and had underlying health conditions.,Scottish Health Secretary Jeane Freeman said she was formally putting NHS Scotland on an ""emergency footing"".,The measure, under sections 1 and 78 of the 1978 NHS Scotland Act, will be in place for at least three months.,Ms Freeman told MSPs: ""Our goal is simple: to protect and save lives and we need everyone's help to achieve this."",She said a ""swift and radical change"" was needed in the way the NHS does its work, calling it the most rapid reconfiguration of the health service in its 71-year history.,The key actions are:,Ms Freeman also assured MSPs that further supplies of protective equipment had been issued to health boards for distribution to GPs by 20 March.,She added: ""Our nation faces a challenge to its way of life and to public health in a manner that has never been seen before in our lifetimes."",The highest number of coronavirus cases in Scotland is in the NHS Greater Glasgow and Clyde region, with 49 cases confirmed on Tuesday.,The first patient to die in Scotland ,, which has the second highest number of cases.,The number of people who have died with the virus in the UK has reached 56, with 1,950 people testing positive for Covid-19 - although the actual number of cases could be as high as 55,000.,In the last 24 hours, the UK government has announced a range of measures designed to slow the spread of the virus.,They include advice that entire households should self-isolate for 14 days if one member has symptoms - either a new cough or fever.,Britons have also been advised to , for the next 30 days.,However, schools across the UK remain open.,First Minister Nicola Sturgeon said a blanket closure of schools was not being recommended because the negative consequence of this on the wellbeing of children and on the NHS workforce outweighed the benefits.,She added: ""I do want to assure the public this is under daily review and the protection of children will always be our priority."""
17 Mar 2020,Liverpool,Coronavirus: Merseyside Police chief constable self-isolates,https://www.bbc.co.uk/news/uk-england-merseyside-51926170,2,180.0,www.bbc.co.uk,0.0899953842163086,"Merseyside Police is reviewing ""continuity plans"" to ensure it remains ""efficient and effective"" after its chief constable announced he was self-isolating due to coronavirus.,Andy Cooke said he was working from home ""in line with national guidance"" after developing symptoms.,He said the force was ""putting measures in place to ensure we do everything possible to protect our staff"".,Mr Cooke added that it was ""going to be a tough ride for all organisations"".,In a statement, the chief constable said he remained in contact with his senior team and partners in the force and nationally.,""The force is doing everything it can to keep up to speed with the challenges of the spread of this virus,"" he said.,""Senior officers and supervisors are reviewing business continuity plans and putting measures in place to ensure we do everything possible to protect our officers and staff, so that we can deliver an efficient and effective policing service to our local communities.,""It is going to be a tough ride for all organisations, big and small."",A force spokesman said it was also ""currently encouraging the public to use alternative ways of contacting us in a non-emergency"". ,""The demand on our 101 number continues to be high and in the current climate, we want to ensure that the people who need us most are able to get hold of us,"" he said.,He added that crime, anti-social behaviour, fraud, lost or found property, a road traffic incident, a missing person, civil disputes and lost or stolen vehicles could also be reported via the force's website or social media."
17 Mar 2020,Entertainment & Arts,Pop stars live-stream concerts from home to combat isolation,https://www.bbc.co.uk/news/entertainment-arts-51924765,4,180.0,www.bbc.co.uk,0.24895286560058594,"Stars including Coldplay, Yungblud and Christine And The Queens are live-streaming gigs to combat the ""boredom"" of self-isolation due to coronavirus.,Coldplay's Chris Martin played an impromptu set on Instagram Live, taking fans' questions and covering David Bowie's Life On Mars.,Country singer Keith Urban also went live on Instagram with his wife, Nicole Kidman, in the background.,He referred to the film star as his ""audience of one"". , ,A post shared by , (@keithurban) on ,End of Instagram post  by keithurban,Punk-pop singer Yungblud put on a more ambitious, hour-long show from LA, encouraging fans to mosh at home as he played to an empty room.,""Get on your bed, your kitchen table, your couch - and jump!"" exclaimed the musician, staring down the barrel of a camera as he played the recent single Anarchist.,His concert was pulled together in just 72 hours, after his upcoming tour was postponed due to concerns about the spread of coronavirus. ,The hour-long live-stream also included a cooking segment and a comedy drinking game featuring actress Bella Thorne and rapper Machine Gun Kelly (the beer they chose was, of course, Corona).,The star said he wanted to ""give people a bit of positivity, laughter, and emotion"" in the midst of the coronavirus epidemic, but it also helped him stay positive.,""Having the opportunity to connect with fans taken away from me wasn't gonna be an option,"" ,. ""It's a time to not give up and think out of the box - out of bad situations and despair comes incredible art, no matter what form that may be."",Christine And The Queens is taking a similar approach, staging nightly live shows from the Ferber recording studio in Paris.,""Why not meet everyday at 6pm EST on my Instagram?"" wrote the star in a message to fans. ""I'll find a way to deal with the ennui. Guests and weird concepts included."",The first video in the series saw the singer perform an acoustic version of her current single, People I've Been Sad, followed around by a camera operator on a squeaky bicycle., ,A post shared by , (@christineandthequeens) on ,End of Instagram post  by christineandthequeens,The idea has been picked up by theatres, too, with the cast of the West End improv show The Showstoppers broadcasting Tuesday's performance live to Facebook, after the Lyric theatre was closed to audiences.,Other artists planning to live-stream shows include Celtic punk band the Dropkick Murphys, who will post their St Patricks Day gig on YouTube, Instagram, Twitter, Twitch and Facebook on Tuesday. ,Pop star L Devine will honour every date of her postponed European tour with a live-stream from her house; while John Legend will follow Chris Martin's example with an Instagram Live concert on Tuesday, organised by the World Health Organisation under the banner ""Together, at Home"".,The shows will provide a much-needed creative outlet and sense of community for artists and fans alike; but they will not make up for the loss of income as the touring circuit effectively shuts down.,The venues that have closed include the Royal Albert Hall, which said the step would be ""financially devastating"".,""Our doors are made to be open to the world and so it goes against everything in our nature to close them,"" a statement said. ""But these aren't normal times and we find ourselves in the unique situation where closing our doors is the best way to look after the world."",Last week, before the government recommended people should avoid ""pubs, clubs, theatres and other such venues"", the Music Venue Trust reported a 27% downturn in attendance across the UK. The Association of Independent Festivals also said ticket sales for its members were down 44% compared with the same point last year.,With many artists (not to mention their road crew) making their living from live shows, the financial impact of coronavirus could be severe. Some estimates suggest the live music industry will lose as much as $5bn during the outbreak.,Indie musician Frank Turner , ""to raise cash for my touring family, who are all tough financial straits in the current situation"".,Welsh folk band Calan took a different approach - , and members' clothes to recoup the £5,000 they lost on a cancelled US tour.,Elsewhere, campaigns have been mounted to support smaller-scale artists by buying music and merchandise, or even funding them directly on sites like Patreon and Venmo.,And the Gigs Guide website has started a , to help promote artists who might be struggling.,Meanwhile, other artists are self-isolating after potentially being exposed to the virus.,Pop star Charli XCX said she found herself on lockdown just as she was putting the finishing touches to her new album.,""Being a workaholic in quarantine is quite stressful,"" she wrote on Twitter. ""Yes, I'm doing as much as I can at home - creating mood boards, planning out ideas for videos, thinking about lyric changes in new songs, re-recording vocals that could be better. But generally, even after one day - I'm feeling a bit purposeless."",DJ and producer Diplo is also in self-imposed isolation after coming into contact ""with hundreds of people in the past four weeks"". ,He posted a heartbreaking video of himself at home, separated from his two young sons by a glass door, with the caption: ""I wanted to build Legos and watch movies with them... But for now I'm just going to stay by the window and listen to them play drums and sing for me.,""This hurts because I miss them so much... but this is my sacrifice to make sure everyone around me is safe."", ,A post shared by , (@diplo) on ,End of Instagram post  by diplo"
16 Mar 2020,Wales,Coronavirus: Volunteers organise to help vulnerable,https://www.bbc.co.uk/news/uk-wales-51907364,4,180.0,www.bbc.co.uk,0.29486870765686035,"Volunteers across Wales have been coming together to help those vulnerable people affected by the coronavirus outbreak.,Many have taken to social media to arrange assistance for people in need and some councils are also working with residents to provide support. ,Help includes shopping or dog walking. ,Elsewhere, about 400 churches belonging to the Union of Welsh Independents have been urged to draw up plans to support parishioners who need it. ,One person in Wales has died from coronavirus and on Monday the UK government advised against non-essential travel and told people to work from home.,People have also been told to avoid pubs, clubs and theatres if possible.,And by next weekend, those with the most serious health conditions must be ""largely shielded from social contact for around 12 weeks"".,Ivor Pike, from Port Talbot, has underlying health conditions and mobility problems.,""I've managed to get dried milk powder and UHT milk by shopping myself,"" the 80-year-old said.,""If I stay in, how am I going to get food? I have nobody to help me with the shopping."",He said a councillor had helped him in the past but that they were also concerned about going out. ,Tony Panes, 77, from Rudry, Caerphilly county, is concerned because his wife has chest problems.,They are already keeping contact with others to a minimum.,""This is something that's happening and I'm afraid we are going to have to ride it out,"" he said.,Draethen Waterloo Rudry community councillor, Jayne Garland, said loneliness was also a key issue affecting older people.,She added: ""I had an older lady phone me just for a chat mainly because she was scared.,""What we are saying is we are here if they want to talk to us."",Facebook groups have also sprouted up around the country. ,One of them, Coronavirus Support Blaenau Gwent, said its page was for the ""elderly and vulnerable, or people self-isolating who have no means of obtaining essentials in the Blaenau Gwent area"".,And North Wales Corona Support has called for people to ""pull together during a time when people may really need it"".,In Bala, Gwynedd, a store called Shop Kel has been coordinating volunteers to help anyone who needs items collected. ,""Everybody is pulling together trying to offer a service to those that are less fortunate,"" said Kelly Nicholson, who runs the shop.,The Rev Dyfrig Rees, general secretary of the Union of Welsh Independents, said: ""We're being called upon to show compassion and care for our neighbour in ways we'd never had anticipated a month or two ago. ,""And our neighbour, of course, is anyone who is sick, lonely, distressed or grieving because of this terrible infection."",Councils are also joining forces with local groups to help those in need.,Penny Jones, Monmouthshire council's cabinet member for social services, said there had been a ""fantastic response from local groups"". ,And Bridgend council leader Huw David said there was ""a lot of people coming forward who want to offer their services and help in some way""."
12 Mar 2020,News from Elsewhere,Iranian becomes celebrity in Georgia over Covid-19,https://www.bbc.co.uk/news/blogs-news-from-elsewhere-51855041,5,180.0,www.bbc.co.uk,0.07099556922912598,"An Iranian tourist in Georgia has become an unlikely internet celebrity after being quarantined amid the Covid-19 coronavirus outbreak. ,Shahab Karimi became an overnight sensation after Georgian TV aired , outside a hospital in Tbilisi, declaring himself virus-free. ,Several nurses are then seen bursting out from the building and ushering him away in panic while he pleads ""just a moment, just a moment"". ,The video went viral and inspired humorous memes.  ,One of them used the pictures to illustrate the moment , in 1918, only to be absorbed by the emerging Soviet Union a few years later. ,Another Facebook user , in Georgian to coronavirus and the newly emerged star. ,""An Iranian has escaped, 'I do not have corona', he shouts,"" the song goes. ""He is followed by a woman, 'he is not well', she says."",While in quarantine, Mr Karimi posted several video updates which drew a big audience. ,""Hello to the kind people of Georgia and everywhere in the world following the news about me. Thank you for your kind emotions,"" ,, filmed, as he later explained, on a nice sunny day on the balcony of his hotel. ,He went on to express his gratitude for the numerous friend requests he received, which he said he ""couldn't accept because of the limitations of the application"".,""Now I feel good,"" he assured his fans, expressing hope that the virus will disappear soon. ,He put his newfound fame to good use in another vlog, , of a 22-year-old cancer patient. ,In another video, that received tens of thousands of views, he offered an ,. ,Soon after his quarantine ended, he posted a video of himself , in a convertible with the car radio at full blast - in a clear sign that he was relishing his freedom. ,But Georgia wasn't prepared to say goodbye just yet. Mr Karimi was,. ,Announcing his arrival, the presenter of the show Nanuka Zhorzholiani said: ""Our guest today would have never imagined that he would end up being so popular in a place 1,193km away from home - that he'll get invited to appear on TV."" ,And that may not be the end of Mr Karimi's TV appearances. ,As he confirmed his plans to stay longer in the country after the border with Iran was closed, the TV host warned him that he'd most likely be invited to take part in the local version of Dancing with the Stars.  "
13 Mar 2020,London,Backpackers document Vietnam hospital isolation,https://www.bbc.co.uk/news/uk-england-london-51878109,4,180.0,www.bbc.co.uk,0.08296489715576172,
16 Mar 2020,US & Canada,Biden wants woman VP and other debate takeaways,https://www.bbc.co.uk/news/world-us-canada-51903199,6,180.0,www.bbc.co.uk,0.0930032730102539,"Nine months after 20 Democratic candidates gathered for the first debate of the 2020 primary season, it has come down to two candidates - Bernie Sanders and Joe Biden. ,Given the circumstances, one might expect a sombre mood with respectful disagreements. Instead it was an at-times feisty affair, with Sanders going on the attack in a way he never did four years ago in his unsuccessful presidential campaign against Hillary Clinton. ,If the Bernie revolution is on the ropes, the candidate - who just a few weeks ago was considered the front-runner - isn't going to go down without a fight.,Both candidates discussed the personal steps that they - as at-risk elderly individuals - were taking to avoid contracting the coronavirus, including limiting their public contacts, having their staff work remotely and holding online rallies and forums.,Both septuagenarian candidates also had a few flubs. Biden referred to the 2009 swine flu as N1HI, not H1N1. Sanders at one point repeatedly referred to coronavirus as ""Ebola"". ,Biden also made news by promising to choose a woman as his vice-presidential running mate if he were to win the Democratic nomination. Sanders wouldn't make such a commitment, although he did say his ""very strong tendency would be to move in that direction"".,Here's a look at some of the other key moments and conflicts.,Unsurprisingly, the coronavirus pandemic - and the candidates' plans for addressing it - dominated the debate.,Biden spoke of expanding testing, including mandating at least 10 drive-through sites in every state, bringing together global leaders and experts to form an international response to the virus and building new hospitals.,Sanders agreed, adding that hospitals need to be provided with sufficient equipment and personnel to deal with the coming surge of critical patients. He also said the US should ""protect"" the wages of Americans who lose their job because of economic damage from the crisis.,As the evening unfolded, however, a fundamental difference between the two candidates emerged - and it shouldn't be a big shock to those who have watched the exchanges over healthcare in any of the 10 previous Democratic debates.,Biden said that the coronavirus was an urgent crisis that required the federal government to cover all costs of testing and treatment. ,For Sanders, however, the pandemic was a reflection of the ""incredible weakness and dysfunctionality"" of the entire US healthcare system, which is structured around a for-profit private industry. He wants the government to pay for every medical ailment, not just this virus.,""In a good year, without the epidemic, we're losing up to 60,000 people who die every year because they don't get to a doctor on time,"" Sanders said. ""It's clear this crisis is only making a bad situation worse."",Biden countered that government-run healthcare was not the solution, noting that Italy has a Sanders-style government-run healthcare system that was being overwhelmed by the virus.,Biden wants a publicly run health-insurance option that competes along side private insurers. Sanders wants the government to replace private insurance entirely. In the end, the coronavirus became just a new bullet-point in this much bigger debate within the Democratic Party.,At one point early in the debate, Biden crystallised the key difference between the two candidates - not just on healthcare but on their entire governing philosophy.,""People are looking for results, not a revolution,"" he said. ""They want to deal with the results they need right now."",Biden is an incrementalist. A career political player, he is inclined to work within the system and sees politics as the art of the possible. ,Sanders, at his heart, is a revolutionary. He views the current political and economic system as irredeemably broken and in need of sweeping reform.  Sanders' view is that revolution is exactly what's necessary to bring about fundamental change.,""If you want to make real changes in this country; if you want to create an economy that works for all, not just the few; if you want to guarantee quality health care to all, not make $100 billion in profit for the health care industry, you know what you need?"" Sanders asked. ""You need to take on Wall Street; you need to take on the drug companies and the insurance companies and the fossil fuel industry."",The question is whether Americans are ready for the kind of real change Sanders is calling for. If the voting results in the Democratic primaries so far are any indication, they may not be so ambitious.,The sharpest exchanges came when the two went after each other on past votes and positions.,Sanders hit Biden on his past support for considering cuts to the government-run Social Security retirement programme, as well as his votes for a gay marriage ban, the Iraq War, stringent bankruptcy reform, free-trade bills and prohibitions on public-funding of abortion.,""The people of America know my record, OK?"" Sanders said. ""For 30 years, I have stood with the working families of this country. I have taken on every special interest there is out there. And that is what I will do in the White House. That's a very different record than Joe's."",Biden countered by hitting Sanders for his past opposition to gun-control legislation and a recent vote against sanctioning Russia for its 2016 election interference.,""Go to the YouTube right now,"" Sanders said at one point, urging viewers to see Biden's 1995 Social Security comments on the floor of the US Senate.,Biden, who has taken many positions over his nearly 50-year political career that are out of step with the current views of the Democratic Party, ultimately defended himself by trying to change the focus.,""The question is,"" he said, ""what do we do from this point on? ,This Democratic primary debate - conducted in the shadow of the coronavirus outbreak, moved from Phoenix to a Washington, DC, studio at the last minute and held without an audience or a crush of media watching from an adjoining spin room - may end up as the last one of this election cycle.,If so, what a strange and unexpected coda it would be to more than 14 months of campaigning by dozens of candidates.,Polls indicate that on Tuesday Biden is poised to post dominating wins over Sanders in Florida, Ohio, Illinois and Arizona, further extending his lead in the all-important count of delegates to the national convention in July. ,National polls give Biden a sizable lead, suggesting that Democratic voters are ready for this race to be over and for the general election contest against Donald Trump - who was only occasionally mentioned in this debate - to begin.,Of course, in a post-debate interview Sanders suggested that the he wasn't sure ""it makes a lot of sense"" to hold this week's primaries given the coronavirus outbreak, where many voters - including the elderly - could be in close contact. Two primaries set to be held later in the month, in Georgia and Louisiana, have already been delayed.,If that turns out to be the case, perhaps the Democratic contest - while effectively nearing its conclusion - may linger in a suspended state for some time to come. "
9 Mar 2020,Africa,Letter from Africa: The spread of coronavirus prejudice in Kenya,https://www.bbc.co.uk/news/world-africa-51770856,6,180.0,www.bbc.co.uk,0.08997130393981934,"In our series of letters from African writers, Kenyan journalist Waihiga Mwaura reflects on how the coronavirus has fuelled anti-Chinese prejudice in his country.,Despite the concerns around the spread of the coronavirus, the greatest enemy is not the virus itself, but ""fears, rumours and stigma"".,Not my words, but those of the Ethiopian who is leading the global effort to lessen the impact of Covid-19.,The World Health Organization chief, Tedros Adhanom Ghebreyesus, was responding at the end of last month to cases of anti-Chinese prejudice. He repeated the message on Twitter earlier this week while sharing a story about a Singaporean man who was beaten up in the UK capital, London, over the coronavirus.,The virus of prejudice is spreading. Kenya is no exception.,A shakily filmed video has been circulating on social media here showing an Asian man and woman being bullied by a large crowd in a low-income area of the capital, Nairobi. ,The video begins with unidentified individuals in the crowd shouting: ""You are coronavirus, you are coronavirus."" ,The man responds by trying to film the crowd but quickly realises that his female companion could be attacked so rushes to her aid. ,He stands up to the most aggressive member of the crowd and starts shouting back: ""We don't have corona, we don't have corona."" ,The video stops before we see how the incident ended but it was a true depiction of the side-effects of the coronavirus. ,On 27 February, a message went viral on Facebook, allegedly posted by a Kenyan member of parliament, calling for his constituency residents to avoid interaction with Chinese nationals who had just returned from China after celebrating their new year. ,The post warned that if the government did not do enough to protect its citizens, and forcefully quarantine any of these Chinese nationals, then the residents had his permission to chase away and stone any Chinese people within their vicinity. ,China's embassy responded quickly with a Twitter post calling for a ""rational and scientific approach towards Chinese communities"" and described the remarks that had been made as racist.,Kenya is not alone in this prejudice, but what is interesting is that all the initial cases of the virus in sub-Saharan Africa have been linked to European travel rather than China. Yet there is no equivalent anti-European feeling.,Before Kenya has even recorded a case, the fear, mixed with stigma, is palpable. ,The prejudice has been fuelled by China and Kenya's entwined economic relationship.,Kenya has borrowed a large amount of money from China for big infrastructure projects. While the ordinary Kenyan is not feeling the benefit, they are looking for someone to blame for their economic woes.,Tired of pointing the finger at the government, some here have re-directed their frustrations towards the growing number of Chinese nationals who have come to seek economic opportunities.,Coronavirus fears, therefore, have found fertile ground and led to some extraordinary behaviour.,Adrian Blomfield, a veteran freelance journalist here, said that all the drivers at his local taxi rank had agreed not to carry Chinese people as passengers.,One taxi driver told me that Chinese nationals were changing their user names on the taxi hailing apps to avoid their passenger request being declined.,He also informed me that when they are ferrying passengers from the airport, they roll the windows down and even wear facemasks, especially if the passengers had just landed from China. ,He wound up his narrative by demanding that the government provide free face masks to all taxi drivers who ply the airport route and to provide more information to the public. ,There has been some criticism here that the authorities have been slow in educating the public about the virus and warning them against prejudice.,The vacuum has been filled by rumours and misinformation. A sensitisation campaign has now been promised, but it may come too late.,Nevertheless, for Chinese nationals living in Kenya, like Lin Yimenghan, who runs a charity, life goes on.,He has witnessed only one worrying incident when someone called him ""coronavirus"" at a bus stop in Nairobi. ,But his analysis of the situation is remarkable. ,""It is normal for people to fear something they are not aware of,"" he told me calmly.,The spread of the stigma is faster than the spread of the virus, he added, and ended with some advice: ""People should have more understanding and love for each other."",If only everyone had such an attitude, then this world would be a more peaceful place. ,Follow us on Twitter ,, on Facebook at , or on Instagram at "
6 Mar 2020,Devon,Coronavirus: Hate crime reports rise in Exeter,https://www.bbc.co.uk/news/uk-england-devon-51773774,6,180.0,www.bbc.co.uk,0.533855676651001,"At least six reports of coronavirus-related attacks have been received by Devon and Cornwall Police.,People from Chinese and Asian backgrounds in Exeter have been assaulted and verbally abused by groups of men.,Victims, three of them students, have been punched, kicked, spat on and told to ""go back to your own country - you must have coronavirus"".,The force said it was treating the attacks as hate crimes.,Three attacks happened within 24 hours earlier this week.,On Wednesday, a 19-year-old university student from China was approached by four men, thought to be in their 20s, on Castle Street.,They shouted abuse before assaulting him, stealing his cap and threatening him with a knife.,Police are also investigating an attack on two Asian men by a group of four or five men at around 02:45 GMT on Sidwell Street on Friday.,Members of the group shouted at the pair, accusing them of having coronavirus, before one of them was punched.,Another incident involved an attack on an Asian taxi driver by two male passengers at 00:30 on Sunday on New North Road.,The 35-year-old victim was taunted with questions about where he was from and whether he had coronavirus before being punched and kicked.,Police say other incidents involved ""lower-level verbal abuse"" including shouting ""corona"" and ""coronavirus carrier"" at Chinese people,Sgt Emma Storey-Barrett said police had linked up with Exeter University to help students ""feel supported and safe"".,In London, two teenagers were ,."
